TicketID,EmployeeID,AdmissionsDate
114116,100015,2019-01-29
114117,100011,2019-01-29
114118,100011,2019-01-29
114119,100011,2019-01-29
114120,100011,2019-01-29
114121,100012,2019-01-29
114122,100012,2019-01-29
114123,100012,2019-01-29
114124,100015,2019-01-29
114125,100011,2019-01-29
114126,100013,2019-01-29
114127,100011,2019-01-29
114128,100013,2019-01-29
114129,100011,2019-01-29
114130,100012,2019-01-29
114131,100014,2019-01-29
114132,100012,2019-01-29
114133,100014,2019-01-29
114134,100012,2019-01-29
114135,100015,2019-01-29
114136,100015,2019-01-29
114137,100015,2019-01-29
114138,100015,2019-01-29
114139,100015,2019-01-29
114140,100011,2019-01-29
114141,100011,2019-01-29
114142,100014,2019-01-29
114143,100011,2019-01-29
114144,100014,2019-01-29
114145,100012,2019-01-29
114146,100012,2019-01-29
114147,100015,2019-01-29
114148,100013,2019-01-29
114149,100015,2019-01-29
114150,100013,2019-01-29
114151,100013,2019-01-29
114152,100011,2019-01-29
114153,100014,2019-01-29
114154,100011,2019-01-29
114155,100011,2019-01-29
114156,100013,2019-01-29
114157,100011,2019-01-29
114158,100013,2019-01-29
114159,100014,2019-01-29
114160,100014,2019-01-29
114161,100014,2019-01-29
114162,100014,2019-01-29
114163,100014,2019-01-29
114164,100014,2019-01-29
114165,100015,2019-01-29
114166,100014,2019-01-29
114167,100015,2019-01-29
114168,100011,2019-01-29
114169,100015,2019-01-30
114170,100011,2019-01-30
114171,100014,2019-01-30
114172,100014,2019-01-30
114173,100014,2019-01-30
114174,100012,2019-01-30
114175,100015,2019-01-30
114176,100015,2019-01-30
114177,100015,2019-01-30
114178,100015,2019-01-30
114179,100013,2019-01-30
114180,100011,2019-01-30
114181,100011,2019-01-30
114182,100011,2019-01-30
114183,100011,2019-01-30
114184,100011,2019-01-30
114185,100011,2019-01-30
114186,100011,2019-01-30
114187,100012,2019-01-30
114188,100012,2019-01-30
114189,100012,2019-01-30
114190,100012,2019-01-30
114191,100013,2019-01-30
114192,100013,2019-01-30
114193,100013,2019-01-30
114194,100013,2019-01-30
114195,100015,2019-01-30
114196,100015,2019-01-30
114197,100011,2019-01-30
114198,100011,2019-01-30
114199,100011,2019-01-30
114200,100011,2019-01-30
114201,100011,2019-01-30
114202,100011,2019-01-30
114203,100012,2019-01-30
114204,100011,2019-01-30
114205,100012,2019-01-30
114206,100012,2019-01-30
114207,100013,2019-01-30
114208,100013,2019-01-30
114209,100012,2019-01-30
114210,100015,2019-01-30
114211,100013,2019-01-30
114212,100015,2019-01-30
114213,100011,2019-01-30
114214,100015,2019-01-30
114215,100011,2019-01-30
114216,100014,2019-01-30
114217,100011,2019-01-30
114218,100012,2019-01-30
114219,100015,2019-01-30
114220,100015,2019-01-30
114221,100015,2019-01-30
114222,100011,2019-01-30
114223,100012,2019-01-30
114224,100012,2019-01-30
114225,100012,2019-01-30
114226,100015,2019-01-30
114227,100012,2019-01-30
114228,100015,2019-01-30
114229,100014,2019-01-30
114230,100015,2019-01-30
114231,100011,2019-01-30
114232,100015,2019-01-30
114233,100015,2019-01-30
114234,100012,2019-01-30
114235,100012,2019-01-30
114236,100014,2019-01-30
114237,100014,2019-01-30
114238,100015,2019-01-30
114239,100013,2019-01-31
114240,100015,2019-01-31
114241,100015,2019-01-31
114242,100013,2019-01-31
114243,100014,2019-01-31
114244,100014,2019-01-31
114245,100011,2019-01-31
114246,100012,2019-01-31
114247,100011,2019-01-31
114248,100012,2019-01-31
114249,100015,2019-01-31
114250,100015,2019-01-31
114251,100013,2019-01-31
114252,100013,2019-01-31
114253,100011,2019-01-31
114254,100014,2019-01-31
114255,100014,2019-01-31
114256,100015,2019-01-31
114257,100014,2019-01-31
114258,100015,2019-01-31
114259,100015,2019-01-31
114260,100015,2019-01-31
114261,100015,2019-01-31
114262,100015,2019-01-31
114263,100013,2019-01-31
114264,100011,2019-01-31
114265,100011,2019-01-31
114266,100011,2019-01-31
114267,100011,2019-01-31
114268,100014,2019-01-31
114269,100014,2019-01-31
114270,100013,2019-02-01
114271,100012,2019-02-01
114272,100012,2019-02-01
114273,100012,2019-02-01
114274,100012,2019-02-01
114275,100013,2019-02-01
114276,100013,2019-02-01
114277,100012,2019-02-01
114278,100013,2019-02-01
114279,100013,2019-02-01
114280,100013,2019-02-01
114281,100015,2019-02-01
114282,100015,2019-02-01
114283,100015,2019-02-01
114284,100015,2019-02-01
114285,100011,2019-02-01
114286,100011,2019-02-01
114287,100011,2019-02-01
114288,100012,2019-02-01
114289,100012,2019-02-01
114290,100012,2019-02-01
114291,100013,2019-02-01
114292,100012,2019-02-01
114293,100013,2019-02-01
114294,100013,2019-02-01
114295,100012,2019-02-01
114296,100013,2019-02-01
114297,100013,2019-02-01
114298,100014,2019-02-01
114299,100012,2019-02-01
114300,100014,2019-02-01
114301,100014,2019-02-01
114302,100014,2019-02-01
114303,100015,2019-02-01
114304,100015,2019-02-01
114305,100015,2019-02-01
114306,100011,2019-02-01
114307,100011,2019-02-01
114308,100015,2019-02-01
114309,100011,2019-02-01
114310,100011,2019-02-01
114311,100013,2019-02-02
114312,100013,2019-02-02
114313,100013,2019-02-02
114314,100013,2019-02-02
114315,100013,2019-02-02
114316,100013,2019-02-02
114317,100014,2019-02-02
114318,100011,2019-02-02
114319,100014,2019-02-02
114320,100011,2019-02-02
114321,100011,2019-02-02
114322,100011,2019-02-02
114323,100011,2019-02-02
114324,100012,2019-02-02
114325,100011,2019-02-02
114326,100012,2019-02-02
114327,100012,2019-02-02
114328,100012,2019-02-02
114329,100013,2019-02-02
114330,100013,2019-02-02
114331,100015,2019-02-02
114332,100015,2019-02-02
114333,100015,2019-02-02
114334,100011,2019-02-02
114335,100015,2019-02-02
114336,100011,2019-02-02
114337,100011,2019-02-02
114338,100011,2019-02-02
114339,100011,2019-02-02
114340,100011,2019-02-02
114341,100012,2019-02-02
114342,100012,2019-02-02
114343,100011,2019-02-02
114344,100012,2019-02-02
114345,100014,2019-02-02
114346,100014,2019-02-03
114347,100015,2019-02-03
114348,100011,2019-02-03
114349,100013,2019-02-03
114350,100012,2019-02-03
114351,100014,2019-02-03
114352,100015,2019-02-03
114353,100012,2019-02-03
114354,100013,2019-02-03
114355,100013,2019-02-03
114356,100012,2019-02-03
114357,100014,2019-02-03
114358,100011,2019-02-03
114359,100014,2019-02-03
114360,100012,2019-02-03
114361,100012,2019-02-03
114362,100013,2019-02-03
114363,100014,2019-02-03
114364,100015,2019-02-03
114365,100015,2019-02-03
114366,100015,2019-02-03
114367,100015,2019-02-03
114368,100011,2019-02-03
114369,100014,2019-02-03
114370,100015,2019-02-03
114371,100011,2019-02-03
114372,100015,2019-02-03
114373,100011,2019-02-03
114374,100011,2019-02-03
114375,100015,2019-02-03
114376,100013,2019-02-03
114377,100012,2019-02-03
114378,100015,2019-02-03
114379,100015,2019-02-03
114380,100015,2019-02-03
114381,100015,2019-02-03
114382,100015,2019-02-03
114383,100012,2019-02-03
114384,100012,2019-02-03
114385,100012,2019-02-03
114386,100014,2019-02-03
114387,100013,2019-02-03
114388,100014,2019-02-03
114389,100012,2019-02-03
114390,100012,2019-02-03
114391,100012,2019-02-03
114392,100012,2019-02-03
114393,100014,2019-02-03
114394,100012,2019-02-03
114395,100015,2019-02-03
114396,100014,2019-02-03
114397,100015,2019-02-03
114398,100015,2019-02-03
114399,100011,2019-02-04
114400,100012,2019-02-04
114401,100012,2019-02-04
114402,100014,2019-02-04
114403,100012,2019-02-04
114404,100014,2019-02-04
114405,100015,2019-02-04
114406,100014,2019-02-04
114407,100015,2019-02-04
114408,100013,2019-02-04
114409,100014,2019-02-04
114410,100012,2019-02-05
114411,100012,2019-02-05
114412,100012,2019-02-05
114413,100012,2019-02-05
114414,100015,2019-02-05
114415,100013,2019-02-05
114416,100013,2019-02-05
114417,100013,2019-02-05
114418,100014,2019-02-05
114419,100013,2019-02-05
114420,100014,2019-02-05
114421,100014,2019-02-05
114422,100014,2019-02-05
114423,100015,2019-02-05
114424,100014,2019-02-05
114425,100014,2019-02-05
114426,100015,2019-02-05
114427,100015,2019-02-06
114428,100015,2019-02-06
114429,100012,2019-02-06
114430,100015,2019-02-06
114431,100012,2019-02-06
114432,100012,2019-02-06
114433,100015,2019-02-06
114434,100014,2019-02-06
114435,100015,2019-02-06
114436,100015,2019-02-06
114437,100015,2019-02-06
114438,100015,2019-02-06
114439,100012,2019-02-06
114440,100015,2019-02-06
114441,100011,2019-02-06
114442,100015,2019-02-06
114443,100011,2019-02-06
114444,100013,2019-02-06
114445,100015,2019-02-06
114446,100015,2019-02-06
114447,100011,2019-02-06
114448,100011,2019-02-06
114449,100013,2019-02-06
114450,100011,2019-02-06
114451,100013,2019-02-06
114452,100014,2019-02-06
114453,100012,2019-02-06
114454,100014,2019-02-06
114455,100012,2019-02-06
114456,100014,2019-02-06
114457,100014,2019-02-06
114458,100015,2019-02-06
114459,100014,2019-02-06
114460,100015,2019-02-06
114461,100015,2019-02-06
114462,100015,2019-02-06
114463,100012,2019-02-06
114464,100015,2019-02-06
114465,100013,2019-02-06
114466,100011,2019-02-06
114467,100011,2019-02-06
114468,100013,2019-02-06
114469,100013,2019-02-06
114470,100013,2019-02-06
114471,100013,2019-02-06
114472,100015,2019-02-06
114473,100011,2019-02-06
114474,100012,2019-02-06
114475,100013,2019-02-06
114476,100012,2019-02-06
114477,100013,2019-02-06
114478,100013,2019-02-06
114479,100013,2019-02-06
114480,100013,2019-02-06
114481,100013,2019-02-06
114482,100014,2019-02-06
114483,100014,2019-02-06
114484,100015,2019-02-06
114485,100011,2019-02-06
114486,100015,2019-02-06
114487,100011,2019-02-06
114488,100011,2019-02-06
114489,100013,2019-02-06
114490,100011,2019-02-06
114491,100011,2019-02-06
114492,100014,2019-02-06
114493,100012,2019-02-06
114494,100014,2019-02-06
114495,100012,2019-02-06
114496,100014,2019-02-07
114497,100015,2019-02-07
114498,100013,2019-02-07
114499,100015,2019-02-07
114500,100015,2019-02-07
114501,100015,2019-02-07
114502,100015,2019-02-07
114503,100011,2019-02-07
114504,100012,2019-02-07
114505,100012,2019-02-07
114506,100014,2019-02-07
114507,100012,2019-02-07
114508,100013,2019-02-07
114509,100015,2019-02-07
114510,100015,2019-02-07
114511,100014,2019-02-07
114512,100015,2019-02-07
114513,100015,2019-02-07
114514,100015,2019-02-07
114515,100013,2019-02-07
114516,100011,2019-02-07
114517,100013,2019-02-07
114518,100013,2019-02-07
114519,100012,2019-02-07
114520,100015,2019-02-07
114521,100014,2019-02-07
114522,100012,2019-02-07
114523,100011,2019-02-07
114524,100011,2019-02-07
114525,100013,2019-02-07
114526,100011,2019-02-07
114527,100014,2019-02-07
114528,100014,2019-02-07
114529,100014,2019-02-07
114530,100014,2019-02-07
114531,100014,2019-02-07
114532,100014,2019-02-07
114533,100011,2019-02-07
114534,100011,2019-02-07
114535,100013,2019-02-07
114536,100013,2019-02-07
114537,100013,2019-02-07
114538,100013,2019-02-07
114539,100013,2019-02-07
114540,100015,2019-02-07
114541,100015,2019-02-07
114542,100012,2019-02-07
114543,100013,2019-02-07
114544,100015,2019-02-07
114545,100013,2019-02-07
114546,100015,2019-02-07
114547,100014,2019-02-07
114548,100014,2019-02-07
114549,100013,2019-02-07
114550,100014,2019-02-07
114551,100011,2019-02-07
114552,100011,2019-02-07
114553,100012,2019-02-08
114554,100014,2019-02-08
114555,100012,2019-02-08
114556,100012,2019-02-08
114557,100013,2019-02-08
114558,100015,2019-02-08
114559,100013,2019-02-08
114560,100013,2019-02-08
114561,100011,2019-02-08
114562,100014,2019-02-08
114563,100011,2019-02-08
114564,100014,2019-02-08
114565,100011,2019-02-08
114566,100014,2019-02-08
114567,100011,2019-02-08
114568,100012,2019-02-08
114569,100012,2019-02-08
114570,100012,2019-02-08
114571,100012,2019-02-08
114572,100012,2019-02-08
114573,100014,2019-02-08
114574,100014,2019-02-08
114575,100011,2019-02-08
114576,100011,2019-02-09
114577,100015,2019-02-09
114578,100013,2019-02-10
114579,100011,2019-02-10
114580,100011,2019-02-10
114581,100014,2019-02-10
114582,100013,2019-02-10
114583,100014,2019-02-10
114584,100014,2019-02-10
114585,100013,2019-02-10
114586,100011,2019-02-10
114587,100015,2019-02-10
114588,100013,2019-02-10
114589,100012,2019-02-10
114590,100013,2019-02-10
114591,100013,2019-02-10
114592,100013,2019-02-10
114593,100013,2019-02-10
114594,100015,2019-02-10
114595,100015,2019-02-10
114596,100015,2019-02-10
114597,100015,2019-02-10
114598,100015,2019-02-10
114599,100015,2019-02-10
114600,100013,2019-02-10
114601,100011,2019-02-10
114602,100013,2019-02-10
114603,100013,2019-02-10
114604,100013,2019-02-10
114605,100014,2019-02-10
114606,100014,2019-02-10
114607,100014,2019-02-10
114608,100014,2019-02-10
114609,100014,2019-02-10
114610,100011,2019-02-10
114611,100011,2019-02-11
114612,100013,2019-02-12
114613,100011,2019-02-12
114614,100013,2019-02-12
114615,100013,2019-02-12
114616,100013,2019-02-12
114617,100014,2019-02-12
114618,100014,2019-02-12
114619,100013,2019-02-12
114620,100014,2019-02-12
114621,100015,2019-02-12
114622,100014,2019-02-12
114623,100012,2019-02-12
114624,100011,2019-02-12
114625,100012,2019-02-12
114626,100012,2019-02-12
114627,100012,2019-02-12
114628,100015,2019-02-12
114629,100015,2019-02-12
114630,100015,2019-02-12
114631,100015,2019-02-12
114632,100015,2019-02-12
114633,100012,2019-02-12
114634,100015,2019-02-12
114635,100011,2019-02-12
114636,100015,2019-02-12
114637,100011,2019-02-12
114638,100015,2019-02-12
114639,100013,2019-02-12
114640,100013,2019-02-12
114641,100013,2019-02-12
114642,100013,2019-02-12
114643,100013,2019-02-12
114644,100015,2019-02-12
114645,100011,2019-02-12
114646,100011,2019-02-12
114647,100012,2019-02-12
114648,100011,2019-02-13
114649,100014,2019-02-13
114650,100013,2019-02-13
114651,100013,2019-02-13
114652,100015,2019-02-13
114653,100015,2019-02-13
114654,100013,2019-02-13
114655,100012,2019-02-13
114656,100012,2019-02-13
114657,100015,2019-02-13
114658,100015,2019-02-13
114659,100012,2019-02-13
114660,100012,2019-02-14
114661,100012,2019-02-14
114662,100014,2019-02-14
114663,100015,2019-02-14
114664,100014,2019-02-14
114665,100011,2019-02-14
114666,100011,2019-02-14
114667,100013,2019-02-14
114668,100011,2019-02-14
114669,100013,2019-02-14
114670,100013,2019-02-14
114671,100013,2019-02-14
114672,100013,2019-02-14
114673,100014,2019-02-14
114674,100013,2019-02-14
114675,100011,2019-02-14
114676,100011,2019-02-14
114677,100011,2019-02-14
114678,100012,2019-02-14
114679,100011,2019-02-14
114680,100011,2019-02-14
114681,100013,2019-02-14
114682,100013,2019-02-14
114683,100014,2019-02-15
114684,100013,2019-02-15
114685,100014,2019-02-15
114686,100014,2019-02-15
114687,100014,2019-02-15
114688,100015,2019-02-15
114689,100014,2019-02-15
114690,100011,2019-02-15
114691,100013,2019-02-15
114692,100011,2019-02-15
114693,100014,2019-02-15
114694,100013,2019-02-15
114695,100014,2019-02-15
114696,100014,2019-02-15
114697,100011,2019-02-15
114698,100014,2019-02-15
114699,100011,2019-02-15
114700,100011,2019-02-15
114701,100011,2019-02-15
114702,100011,2019-02-15
114703,100013,2019-02-15
114704,100013,2019-02-15
114705,100013,2019-02-15
114706,100015,2019-02-15
114707,100011,2019-02-15
114708,100014,2019-02-15
114709,100011,2019-02-15
114710,100011,2019-02-15
114711,100015,2019-02-15
114712,100011,2019-02-15
114713,100013,2019-02-15
114714,100011,2019-02-15
114715,100014,2019-02-15
114716,100012,2019-02-15
114717,100014,2019-02-15
114718,100014,2019-02-15
114719,100011,2019-02-15
114720,100011,2019-02-15
114721,100011,2019-02-15
114722,100011,2019-02-15
114723,100011,2019-02-15
114724,100011,2019-02-15
114725,100012,2019-02-15
114726,100011,2019-02-15
114727,100012,2019-02-15
114728,100013,2019-02-15
114729,100013,2019-02-16
114730,100013,2019-02-16
114731,100013,2019-02-16
114732,100013,2019-02-16
114733,100013,2019-02-16
114734,100011,2019-02-16
114735,100014,2019-02-16
114736,100015,2019-02-16
114737,100011,2019-02-16
114738,100015,2019-02-16
114739,100013,2019-02-16
114740,100013,2019-02-16
114741,100013,2019-02-16
114742,100013,2019-02-16
114743,100015,2019-02-16
114744,100013,2019-02-16
114745,100015,2019-02-16
114746,100011,2019-02-16
114747,100015,2019-02-16
114748,100015,2019-02-16
114749,100011,2019-02-16
114750,100015,2019-02-16
114751,100012,2019-02-16
114752,100013,2019-02-16
114753,100015,2019-02-16
114754,100013,2019-02-16
114755,100015,2019-02-16
114756,100015,2019-02-16
114757,100015,2019-02-16
114758,100015,2019-02-16
114759,100012,2019-02-16
114760,100015,2019-02-16
114761,100013,2019-02-16
114762,100011,2019-02-17
114763,100013,2019-02-18
114764,100013,2019-02-18
114765,100013,2019-02-18
114766,100013,2019-02-18
114767,100014,2019-02-18
114768,100015,2019-02-18
114769,100012,2019-02-18
114770,100011,2019-02-18
114771,100012,2019-02-18
114772,100014,2019-02-18
114773,100012,2019-02-18
114774,100014,2019-02-18
114775,100014,2019-02-18
114776,100015,2019-02-18
114777,100014,2019-02-18
114778,100015,2019-02-18
114779,100015,2019-02-18
114780,100012,2019-02-18
114781,100015,2019-02-18
114782,100012,2019-02-18
114783,100012,2019-02-18
114784,100012,2019-02-18
114785,100012,2019-02-18
114786,100015,2019-02-18
114787,100012,2019-02-18
114788,100015,2019-02-18
114789,100015,2019-02-18
114790,100012,2019-02-18
114791,100015,2019-02-18
114792,100012,2019-02-18
114793,100012,2019-02-18
114794,100012,2019-02-18
114795,100012,2019-02-18
114796,100014,2019-02-18
114797,100012,2019-02-18
114798,100015,2019-02-18
114799,100011,2019-02-19
114800,100011,2019-02-19
114801,100011,2019-02-19
114802,100013,2019-02-19
114803,100013,2019-02-19
114804,100013,2019-02-19
114805,100013,2019-02-19
114806,100015,2019-02-19
114807,100013,2019-02-19
114808,100011,2019-02-19
114809,100011,2019-02-20
114810,100011,2019-02-20
114811,100011,2019-02-20
114812,100011,2019-02-20
114813,100011,2019-02-20
114814,100013,2019-02-20
114815,100015,2019-02-20
114816,100014,2019-02-20
114817,100012,2019-02-20
114818,100011,2019-02-21
114819,100011,2019-02-21
114820,100012,2019-02-21
114821,100011,2019-02-21
114822,100012,2019-02-21
114823,100014,2019-02-21
114824,100015,2019-02-21
114825,100012,2019-02-21
114826,100012,2019-02-21
114827,100012,2019-02-21
114828,100012,2019-02-21
114829,100012,2019-02-21
114830,100013,2019-02-21
114831,100015,2019-02-22
114832,100013,2019-02-22
114833,100015,2019-02-22
114834,100015,2019-02-22
114835,100015,2019-02-22
114836,100012,2019-02-22
114837,100012,2019-02-22
114838,100012,2019-02-22
114839,100014,2019-02-22
114840,100012,2019-02-22
114841,100015,2019-02-22
114842,100014,2019-02-22
114843,100015,2019-02-22
114844,100015,2019-02-22
114845,100012,2019-02-22
114846,100012,2019-02-22
114847,100012,2019-02-22
114848,100012,2019-02-22
114849,100014,2019-02-22
114850,100014,2019-02-22
114851,100014,2019-02-22
114852,100014,2019-02-22
114853,100015,2019-02-22
114854,100014,2019-02-22
114855,100012,2019-02-22
114856,100011,2019-02-22
114857,100012,2019-02-22
114858,100012,2019-02-22
114859,100011,2019-02-22
114860,100014,2019-02-22
114861,100013,2019-02-22
114862,100014,2019-02-22
114863,100015,2019-02-22
114864,100014,2019-02-22
114865,100014,2019-02-22
114866,100011,2019-02-22
114867,100012,2019-02-22
114868,100012,2019-02-22
114869,100012,2019-02-22
114870,100012,2019-02-22
114871,100012,2019-02-22
114872,100012,2019-02-22
114873,100014,2019-02-22
114874,100014,2019-02-22
114875,100015,2019-02-22
114876,100014,2019-02-22
114877,100014,2019-02-22
114878,100015,2019-02-22
114879,100012,2019-02-22
114880,100012,2019-02-22
114881,100011,2019-02-22
114882,100014,2019-02-22
114883,100014,2019-02-22
114884,100013,2019-02-22
114885,100014,2019-02-22
114886,100015,2019-02-22
114887,100011,2019-02-22
114888,100011,2019-02-22
114889,100011,2019-02-22
114890,100011,2019-02-22
114891,100013,2019-02-22
114892,100013,2019-02-22
114893,100015,2019-02-22
114894,100015,2019-02-22
114895,100011,2019-02-22
114896,100012,2019-02-22
114897,100015,2019-02-23
114898,100012,2019-02-23
114899,100012,2019-02-23
114900,100013,2019-02-23
114901,100012,2019-02-23
114902,100013,2019-02-23
114903,100013,2019-02-23
114904,100015,2019-02-23
114905,100015,2019-02-23
114906,100015,2019-02-23
114907,100015,2019-02-23
114908,100012,2019-02-23
114909,100012,2019-02-23
114910,100012,2019-02-23
114911,100014,2019-02-23
114912,100014,2019-02-23
114913,100015,2019-02-23
114914,100011,2019-02-23
114915,100012,2019-02-23
114916,100012,2019-02-23
114917,100014,2019-02-23
114918,100014,2019-02-23
114919,100012,2019-02-23
114920,100014,2019-02-23
114921,100012,2019-02-23
114922,100014,2019-02-23
114923,100014,2019-02-23
114924,100011,2019-02-23
114925,100014,2019-02-23
114926,100011,2019-02-23
114927,100011,2019-02-23
114928,100012,2019-02-23
114929,100011,2019-02-23
114930,100014,2019-02-23
114931,100013,2019-02-23
114932,100013,2019-02-23
114933,100011,2019-02-23
114934,100012,2019-02-23
114935,100012,2019-02-23
114936,100011,2019-02-23
114937,100012,2019-02-23
114938,100014,2019-02-23
114939,100011,2019-02-23
114940,100014,2019-02-23
114941,100011,2019-02-23
114942,100014,2019-02-23
114943,100011,2019-02-23
114944,100011,2019-02-23
114945,100013,2019-02-23
114946,100013,2019-02-23
114947,100014,2019-02-23
114948,100013,2019-02-23
114949,100014,2019-02-23
114950,100015,2019-02-23
114951,100011,2019-02-23
114952,100011,2019-02-23
114953,100015,2019-02-23
114954,100013,2019-02-23
114955,100013,2019-02-23
114956,100012,2019-02-23
114957,100013,2019-02-23
114958,100015,2019-02-23
114959,100015,2019-02-23
114960,100012,2019-02-23
114961,100015,2019-02-23
114962,100014,2019-02-23
114963,100012,2019-02-24
114964,100014,2019-02-24
114965,100012,2019-02-24
114966,100012,2019-02-24
114967,100015,2019-02-24
114968,100013,2019-02-24
114969,100012,2019-02-24
114970,100012,2019-02-24
114971,100015,2019-02-24
114972,100015,2019-02-24
114973,100011,2019-02-24
114974,100013,2019-02-24
114975,100013,2019-02-24
114976,100011,2019-02-24
114977,100012,2019-02-24
114978,100012,2019-02-24
114979,100012,2019-02-24
114980,100014,2019-02-24
114981,100012,2019-02-24
114982,100014,2019-02-24
114983,100014,2019-02-25
114984,100015,2019-02-25
114985,100015,2019-02-25
114986,100015,2019-02-25
114987,100012,2019-02-25
114988,100012,2019-02-25
114989,100013,2019-02-25
114990,100011,2019-02-25
114991,100012,2019-02-25
114992,100012,2019-02-25
114993,100013,2019-02-25
114994,100013,2019-02-25
114995,100015,2019-02-25
114996,100012,2019-02-25
114997,100012,2019-02-25
114998,100011,2019-02-25
114999,100011,2019-02-25
115000,100011,2019-02-25
115001,100011,2019-02-25
115002,100011,2019-02-25
115003,100014,2019-02-25
115004,100014,2019-02-25
115005,100014,2019-02-25
115006,100014,2019-02-25
115007,100013,2019-02-25
115008,100011,2019-02-25
115009,100013,2019-02-25
115010,100014,2019-02-25
115011,100014,2019-02-25
115012,100011,2019-02-25
115013,100011,2019-02-25
115014,100015,2019-02-25
115015,100013,2019-02-25
115016,100011,2019-02-25
115017,100013,2019-02-25
115018,100013,2019-02-25
115019,100015,2019-02-25
115020,100015,2019-02-25
115021,100015,2019-02-25
115022,100015,2019-02-25
115023,100015,2019-02-25
115024,100015,2019-02-25
115025,100013,2019-02-25
115026,100012,2019-02-25
115027,100012,2019-02-25
115028,100014,2019-02-25
115029,100014,2019-02-25
115030,100015,2019-02-25
115031,100014,2019-02-26
115032,100012,2019-02-26
115033,100011,2019-02-26
115034,100012,2019-02-26
115035,100012,2019-02-26
115036,100011,2019-02-26
115037,100012,2019-02-26
115038,100013,2019-02-26
115039,100011,2019-02-26
115040,100011,2019-02-26
115041,100015,2019-02-26
115042,100013,2019-02-26
115043,100012,2019-02-26
115044,100012,2019-02-26
115045,100014,2019-02-26
115046,100014,2019-02-26
115047,100011,2019-02-26
115048,100011,2019-02-26
115049,100011,2019-02-26
115050,100013,2019-02-26
115051,100013,2019-02-26
115052,100013,2019-02-26
115053,100013,2019-02-26
115054,100015,2019-02-26
115055,100015,2019-02-26
115056,100015,2019-02-26
115057,100012,2019-02-26
115058,100012,2019-02-26
115059,100012,2019-02-26
115060,100014,2019-02-26
115061,100015,2019-02-26
115062,100014,2019-02-26
115063,100014,2019-02-26
115064,100011,2019-02-26
115065,100011,2019-02-26
115066,100011,2019-02-26
115067,100013,2019-02-26
115068,100013,2019-02-26
115069,100015,2019-02-26
115070,100013,2019-02-26
115071,100015,2019-02-26
115072,100015,2019-02-26
115073,100015,2019-02-26
115074,100012,2019-02-26
115075,100014,2019-02-26
115076,100013,2019-02-26
115077,100015,2019-02-26
115078,100012,2019-02-26
115079,100012,2019-02-26
115080,100012,2019-02-26
115081,100014,2019-02-26
115082,100014,2019-02-26
115083,100014,2019-02-26
115084,100014,2019-02-26
115085,100011,2019-02-26
115086,100013,2019-02-26
115087,100013,2019-02-26
115088,100012,2019-02-27
115089,100015,2019-02-27
115090,100014,2019-02-27
115091,100014,2019-02-27
115092,100011,2019-02-27
115093,100011,2019-02-27
115094,100014,2019-02-27
115095,100015,2019-02-27
115096,100015,2019-02-27
115097,100014,2019-02-27
115098,100015,2019-02-27
115099,100015,2019-02-27
115100,100012,2019-02-27
115101,100012,2019-02-27
115102,100013,2019-02-27
115103,100011,2019-02-27
115104,100013,2019-02-27
115105,100013,2019-02-27
115106,100015,2019-02-27
115107,100015,2019-02-27
115108,100015,2019-02-27
115109,100015,2019-02-27
115110,100015,2019-02-27
115111,100011,2019-02-27
115112,100014,2019-02-27
115113,100014,2019-02-27
115114,100014,2019-02-27
115115,100014,2019-02-27
115116,100011,2019-02-28
115117,100011,2019-02-28
115118,100012,2019-02-28
115119,100012,2019-02-28
115120,100014,2019-02-28
115121,100014,2019-02-28
115122,100011,2019-02-28
115123,100011,2019-02-28
115124,100011,2019-03-01
115125,100013,2019-03-01
115126,100013,2019-03-01
115127,100014,2019-03-01
115128,100014,2019-03-01
115129,100015,2019-03-02
115130,100012,2019-03-02
115131,100012,2019-03-02
115132,100011,2019-03-02
115133,100014,2019-03-02
115134,100014,2019-03-02
115135,100013,2019-03-02
115136,100015,2019-03-02
115137,100012,2019-03-02
115138,100013,2019-03-02
115139,100012,2019-03-02
115140,100012,2019-03-02
115141,100014,2019-03-02
115142,100011,2019-03-02
115143,100012,2019-03-02
115144,100012,2019-03-02
115145,100014,2019-03-02
115146,100014,2019-03-02
115147,100014,2019-03-02
115148,100011,2019-03-02
115149,100011,2019-03-02
115150,100011,2019-03-02
115151,100012,2019-03-02
115152,100015,2019-03-02
115153,100014,2019-03-02
115154,100014,2019-03-02
115155,100011,2019-03-02
115156,100012,2019-03-02
115157,100012,2019-03-02
115158,100011,2019-03-02
115159,100014,2019-03-02
115160,100013,2019-03-02
115161,100015,2019-03-02
115162,100015,2019-03-02
115163,100015,2019-03-02
115164,100012,2019-03-02
115165,100014,2019-03-02
115166,100014,2019-03-02
115167,100015,2019-03-02
115168,100015,2019-03-02
115169,100012,2019-03-02
115170,100012,2019-03-02
115171,100012,2019-03-02
115172,100014,2019-03-02
115173,100014,2019-03-02
115174,100014,2019-03-02
115175,100014,2019-03-02
115176,100011,2019-03-02
115177,100011,2019-03-02
115178,100011,2019-03-02
115179,100011,2019-03-02
115180,100013,2019-03-02
115181,100013,2019-03-02
115182,100013,2019-03-02
115183,100011,2019-03-02
115184,100015,2019-03-02
115185,100011,2019-03-02
115186,100011,2019-03-02
115187,100013,2019-03-02
115188,100014,2019-03-02
115189,100012,2019-03-02
115190,100015,2019-03-02
