TicketNumber,Price,DateOfPurchase,TicketCode
114381,8.0000000000,2019-01-23,2
114382,10.0000000000,2019-01-23,3
114383,8.0000000000,2019-01-23,2
114384,10.0000000000,2019-01-23,4
114385,8.0000000000,2019-01-23,2
114386,10.0000000000,2019-01-23,4
114387,8.0000000000,2019-01-23,2
114388,10.0000000000,2019-01-23,4
114389,8.0000000000,2019-01-23,2
114390,10.0000000000,2019-01-23,4
114391,8.0000000000,2019-01-23,2
114392,10.0000000000,2019-01-23,4
114393,10.0000000000,2019-01-23,3
114394,12.0000000000,2019-01-23,1
114395,10.0000000000,2019-01-23,3
114396,12.0000000000,2019-01-23,1
114397,10.0000000000,2019-01-23,3
114398,8.0000000000,2019-01-23,2
114399,10.0000000000,2019-01-23,3
114400,12.0000000000,2019-01-23,1
114401,10.0000000000,2019-01-23,4
114402,8.0000000000,2019-01-23,2
114403,10.0000000000,2019-01-23,4
114404,10.0000000000,2019-01-23,4
114405,8.0000000000,2019-01-23,2
114406,12.0000000000,2019-01-23,1
114407,10.0000000000,2019-01-23,4
114408,8.0000000000,2019-01-23,2
114409,8.0000000000,2019-01-23,2
114410,12.0000000000,2019-01-23,1
114411,10.0000000000,2019-01-23,4
114412,12.0000000000,2019-01-23,1
114413,10.0000000000,2019-01-23,3
114414,8.0000000000,2019-01-23,2
114415,10.0000000000,2019-01-23,3
114416,12.0000000000,2019-01-23,1
114417,10.0000000000,2019-01-23,4
114418,8.0000000000,2019-01-23,2
114419,10.0000000000,2019-01-23,3
114420,8.0000000000,2019-01-23,2
114421,10.0000000000,2019-01-23,4
114422,8.0000000000,2019-01-23,2
114423,10.0000000000,2019-01-23,4
114424,8.0000000000,2019-01-23,2
114425,12.0000000000,2019-01-24,1
114426,10.0000000000,2019-01-24,3
114427,10.0000000000,2019-01-24,3
114428,12.0000000000,2019-01-24,1
114429,12.0000000000,2019-01-25,1
114430,10.0000000000,2019-01-25,3
114431,12.0000000000,2019-01-25,1
114432,12.0000000000,2019-01-25,1
114433,10.0000000000,2019-01-25,4
114434,8.0000000000,2019-01-25,2
114435,10.0000000000,2019-01-25,4
114436,8.0000000000,2019-01-25,2
114437,10.0000000000,2019-01-25,4
114438,8.0000000000,2019-01-25,2
114439,10.0000000000,2019-01-26,4
114440,10.0000000000,2019-01-26,4
114441,8.0000000000,2019-01-26,2
114442,8.0000000000,2019-01-26,2
114443,10.0000000000,2019-01-26,4
114444,10.0000000000,2019-01-26,3
114445,12.0000000000,2019-01-26,1
114446,10.0000000000,2019-01-26,3
114447,12.0000000000,2019-01-26,1
114448,10.0000000000,2019-01-26,4
114449,8.0000000000,2019-01-26,2
114450,8.0000000000,2019-01-26,2
114451,10.0000000000,2019-01-26,4
114452,8.0000000000,2019-01-26,2
114453,8.0000000000,2019-01-26,2
114454,10.0000000000,2019-01-26,3
114455,12.0000000000,2019-01-26,1
114456,10.0000000000,2019-01-26,3
114457,12.0000000000,2019-01-26,1
114458,10.0000000000,2019-01-26,3
114459,12.0000000000,2019-01-26,1
114460,10.0000000000,2019-01-26,3
114461,8.0000000000,2019-01-26,2
114462,10.0000000000,2019-01-26,4
114463,10.0000000000,2019-01-26,4
114464,8.0000000000,2019-01-26,2
114465,10.0000000000,2019-01-26,4
114466,10.0000000000,2019-01-26,3
114467,12.0000000000,2019-01-26,1
114468,10.0000000000,2019-01-26,3
114469,12.0000000000,2019-01-26,1
114470,10.0000000000,2019-01-26,3
114471,12.0000000000,2019-01-26,1
114472,10.0000000000,2019-01-26,3
114473,12.0000000000,2019-01-26,1
114474,10.0000000000,2019-01-26,4
114475,8.0000000000,2019-01-26,2
114476,8.0000000000,2019-01-26,2
114477,10.0000000000,2019-01-26,4
114478,8.0000000000,2019-01-26,2
114479,8.0000000000,2019-01-26,2
114480,10.0000000000,2019-01-26,3
114481,10.0000000000,2019-01-26,4
114482,10.0000000000,2019-01-26,3
114483,8.0000000000,2019-01-26,2
114484,12.0000000000,2019-01-26,1
114485,8.0000000000,2019-01-26,2
114486,10.0000000000,2019-01-26,4
114487,10.0000000000,2019-01-26,3
114488,12.0000000000,2019-01-26,1
114489,8.0000000000,2019-01-26,2
114490,12.0000000000,2019-01-26,1
114491,10.0000000000,2019-01-26,3
114492,12.0000000000,2019-01-26,1
114493,10.0000000000,2019-01-26,3
114494,12.0000000000,2019-01-26,1
114495,10.0000000000,2019-01-26,3
114496,10.0000000000,2019-01-26,4
114497,10.0000000000,2019-01-26,3
114498,8.0000000000,2019-01-26,2
114499,10.0000000000,2019-01-26,4
114500,8.0000000000,2019-01-26,2
114501,10.0000000000,2019-01-26,4
114502,8.0000000000,2019-01-26,2
114503,10.0000000000,2019-01-26,4
114504,8.0000000000,2019-01-26,2
114505,10.0000000000,2019-01-26,4
114506,8.0000000000,2019-01-26,2
114507,10.0000000000,2019-01-26,4
114508,8.0000000000,2019-01-26,2
114509,10.0000000000,2019-01-26,4
114510,10.0000000000,2019-01-26,4
114511,8.0000000000,2019-01-26,2
114512,10.0000000000,2019-01-26,4
114513,10.0000000000,2019-01-26,4
114514,8.0000000000,2019-01-26,2
114515,12.0000000000,2019-01-26,1
114516,10.0000000000,2019-01-26,4
114517,10.0000000000,2019-01-26,3
114518,10.0000000000,2019-01-26,3
114519,8.0000000000,2019-01-26,2
114520,12.0000000000,2019-01-26,1
114521,10.0000000000,2019-01-26,3
114522,12.0000000000,2019-01-26,1
114523,8.0000000000,2019-01-26,2
114524,12.0000000000,2019-01-26,1
114525,10.0000000000,2019-01-26,3
114526,10.0000000000,2019-01-26,4
114527,10.0000000000,2019-01-26,3
114528,12.0000000000,2019-01-26,1
114529,10.0000000000,2019-01-26,3
114530,12.0000000000,2019-01-26,1
114531,10.0000000000,2019-01-26,3
114532,10.0000000000,2019-01-26,3
114533,10.0000000000,2019-01-26,4
114534,8.0000000000,2019-01-26,2
114535,12.0000000000,2019-01-26,1
114536,10.0000000000,2019-01-26,3
114537,12.0000000000,2019-01-26,1
114538,10.0000000000,2019-01-26,3
114539,12.0000000000,2019-01-26,1
114540,10.0000000000,2019-01-26,3
114541,10.0000000000,2019-01-26,3
114542,10.0000000000,2019-01-26,3
114543,12.0000000000,2019-01-26,1
114544,10.0000000000,2019-01-26,3
114545,12.0000000000,2019-01-26,1
114546,10.0000000000,2019-01-26,4
114547,12.0000000000,2019-01-26,1
114548,10.0000000000,2019-01-26,3
114549,8.0000000000,2019-01-26,2
114550,10.0000000000,2019-01-26,4
114551,8.0000000000,2019-01-26,2
114552,10.0000000000,2019-01-26,4
114553,8.0000000000,2019-01-26,2
114554,10.0000000000,2019-01-26,4
114555,10.0000000000,2019-01-26,4
114556,8.0000000000,2019-01-27,2
114557,8.0000000000,2019-01-27,2
114558,10.0000000000,2019-01-27,4
114559,8.0000000000,2019-01-27,2
114560,12.0000000000,2019-01-27,1
114561,10.0000000000,2019-01-27,3
114562,10.0000000000,2019-01-27,4
114563,10.0000000000,2019-01-27,3
114564,12.0000000000,2019-01-27,1
114565,10.0000000000,2019-01-27,3
114566,10.0000000000,2019-01-27,3
114567,10.0000000000,2019-01-27,4
114568,12.0000000000,2019-01-27,1
114569,10.0000000000,2019-01-27,3
114570,8.0000000000,2019-01-27,2
114571,10.0000000000,2019-01-27,4
114572,8.0000000000,2019-01-27,2
114573,10.0000000000,2019-01-27,4
114574,8.0000000000,2019-01-27,2
114575,10.0000000000,2019-01-27,4
114576,8.0000000000,2019-01-27,2
114577,10.0000000000,2019-01-27,4
114578,10.0000000000,2019-01-27,3
114579,10.0000000000,2019-01-27,4
114580,8.0000000000,2019-01-27,2
114581,12.0000000000,2019-01-27,1
114582,8.0000000000,2019-01-27,2
114583,10.0000000000,2019-01-27,4
114584,10.0000000000,2019-01-27,3
114585,12.0000000000,2019-01-27,1
114586,10.0000000000,2019-01-27,3
114587,12.0000000000,2019-01-27,1
114588,10.0000000000,2019-01-27,3
114589,12.0000000000,2019-01-27,1
114590,10.0000000000,2019-01-27,3
114591,12.0000000000,2019-01-27,1
114592,10.0000000000,2019-01-27,4
114593,8.0000000000,2019-01-27,2
114594,10.0000000000,2019-01-27,4
114595,10.0000000000,2019-01-27,4
114596,8.0000000000,2019-01-27,2
114597,8.0000000000,2019-01-27,2
114598,10.0000000000,2019-01-27,4
114599,8.0000000000,2019-01-27,2
114600,10.0000000000,2019-01-28,4
114601,10.0000000000,2019-01-28,4
114602,10.0000000000,2019-01-28,4
114603,8.0000000000,2019-01-28,2
114604,10.0000000000,2019-01-28,4
114605,10.0000000000,2019-01-28,3
114606,8.0000000000,2019-01-28,2
114607,8.0000000000,2019-01-28,2
114608,12.0000000000,2019-01-28,1
114609,10.0000000000,2019-01-28,3
114610,12.0000000000,2019-01-28,1
114611,10.0000000000,2019-01-28,3
114612,12.0000000000,2019-01-28,1
114613,10.0000000000,2019-01-28,3
114614,12.0000000000,2019-01-28,1
114615,10.0000000000,2019-01-28,3
114616,8.0000000000,2019-01-28,2
114617,10.0000000000,2019-01-28,4
114618,8.0000000000,2019-01-28,2
114619,10.0000000000,2019-01-28,4
114620,8.0000000000,2019-01-28,2
114621,10.0000000000,2019-01-28,4
114622,8.0000000000,2019-01-28,2
114623,10.0000000000,2019-01-28,4
114624,10.0000000000,2019-01-28,3
114625,10.0000000000,2019-01-28,4
114626,8.0000000000,2019-01-28,2
114627,10.0000000000,2019-01-28,4
114628,8.0000000000,2019-01-28,2
114629,10.0000000000,2019-01-28,4
114630,10.0000000000,2019-01-28,3
114631,12.0000000000,2019-01-28,1
114632,10.0000000000,2019-01-28,3
114633,12.0000000000,2019-01-28,1
114634,10.0000000000,2019-01-28,3
114635,12.0000000000,2019-01-28,1
114636,12.0000000000,2019-01-28,1
114637,12.0000000000,2019-01-28,1
114638,10.0000000000,2019-01-28,3
114639,10.0000000000,2019-01-28,3
114640,12.0000000000,2019-01-28,1
114641,10.0000000000,2019-01-28,3
114642,10.0000000000,2019-01-28,3
114643,12.0000000000,2019-01-28,1
114644,12.0000000000,2019-01-28,1
114645,10.0000000000,2019-01-28,3
114646,8.0000000000,2019-01-28,2
114647,8.0000000000,2019-01-28,2
114648,12.0000000000,2019-01-28,1
114649,8.0000000000,2019-01-28,2
114650,8.0000000000,2019-01-28,2
114651,10.0000000000,2019-01-28,4
114652,10.0000000000,2019-01-28,4
114653,10.0000000000,2019-01-28,4
114654,8.0000000000,2019-01-28,2
114655,10.0000000000,2019-01-28,4
114656,8.0000000000,2019-01-28,2
114657,10.0000000000,2019-01-28,4
114658,8.0000000000,2019-01-28,2
114659,10.0000000000,2019-01-28,4
114660,8.0000000000,2019-01-28,2
114661,10.0000000000,2019-01-28,4
114662,8.0000000000,2019-01-28,2
114663,8.0000000000,2019-01-28,2
114664,8.0000000000,2019-01-28,2
114665,10.0000000000,2019-01-28,4
114666,10.0000000000,2019-01-28,3
114667,8.0000000000,2019-01-28,2
114668,10.0000000000,2019-01-28,4
114669,12.0000000000,2019-01-28,1
114670,10.0000000000,2019-01-28,3
114671,12.0000000000,2019-01-28,1
114672,12.0000000000,2019-01-28,1
114673,10.0000000000,2019-01-28,3
114674,10.0000000000,2019-01-28,4
114675,10.0000000000,2019-01-28,3
114676,12.0000000000,2019-01-28,1
114677,10.0000000000,2019-01-28,3
114678,12.0000000000,2019-01-28,1
114679,10.0000000000,2019-01-28,3
114680,12.0000000000,2019-01-28,1
114681,10.0000000000,2019-01-28,3
114682,8.0000000000,2019-01-28,2
114683,10.0000000000,2019-01-28,4
114684,10.0000000000,2019-01-28,4
114685,10.0000000000,2019-01-28,4
114686,8.0000000000,2019-01-28,2
114687,10.0000000000,2019-01-28,4
114688,8.0000000000,2019-01-28,2
114689,10.0000000000,2019-01-28,4
114690,8.0000000000,2019-01-28,2
114691,10.0000000000,2019-01-28,4
114692,8.0000000000,2019-01-28,2
114693,10.0000000000,2019-01-28,4
114694,12.0000000000,2019-01-28,1
114695,10.0000000000,2019-01-28,4
114696,10.0000000000,2019-01-28,3
114697,10.0000000000,2019-01-28,4
114698,8.0000000000,2019-01-28,2
114699,8.0000000000,2019-01-28,2
114700,10.0000000000,2019-01-28,4
114701,10.0000000000,2019-01-28,4
114702,10.0000000000,2019-01-28,3
114703,12.0000000000,2019-01-28,1
114704,10.0000000000,2019-01-28,4
114705,10.0000000000,2019-01-28,3
114706,10.0000000000,2019-01-28,3
114707,8.0000000000,2019-01-28,2
114708,12.0000000000,2019-01-28,1
114709,10.0000000000,2019-01-28,3
114710,12.0000000000,2019-01-28,1
114711,12.0000000000,2019-01-28,1
114712,12.0000000000,2019-01-29,1
114713,8.0000000000,2019-01-29,2
114714,12.0000000000,2019-01-29,1
114715,10.0000000000,2019-01-29,3
114716,10.0000000000,2019-01-29,3
114717,12.0000000000,2019-01-29,1
114718,12.0000000000,2019-01-29,1
114719,10.0000000000,2019-01-29,3
114720,12.0000000000,2019-01-29,1
114721,12.0000000000,2019-01-29,1
114722,10.0000000000,2019-01-29,3
114723,10.0000000000,2019-01-30,3
114724,8.0000000000,2019-01-30,2
114725,10.0000000000,2019-01-30,4
114726,10.0000000000,2019-01-30,3
114727,8.0000000000,2019-01-30,2
114728,10.0000000000,2019-01-30,3
114729,12.0000000000,2019-01-30,1
114730,10.0000000000,2019-01-30,4
114731,12.0000000000,2019-01-30,1
114732,12.0000000000,2019-01-30,1
114733,8.0000000000,2019-01-30,2
114734,8.0000000000,2019-01-30,2
114735,10.0000000000,2019-01-30,4
114736,8.0000000000,2019-01-30,2
114737,10.0000000000,2019-01-30,3
114738,8.0000000000,2019-01-30,2
114739,10.0000000000,2019-01-30,4
114740,10.0000000000,2019-01-30,3
114741,12.0000000000,2019-01-30,1
114742,12.0000000000,2019-01-30,1
114743,12.0000000000,2019-01-30,1
114744,10.0000000000,2019-01-30,3
114745,12.0000000000,2019-01-30,1
114746,10.0000000000,2019-01-30,3
114747,12.0000000000,2019-01-30,1
114748,10.0000000000,2019-01-30,3
114749,12.0000000000,2019-01-30,1
114750,10.0000000000,2019-01-30,3
114751,12.0000000000,2019-01-30,1
114752,10.0000000000,2019-01-30,3
114753,12.0000000000,2019-01-30,1
114754,10.0000000000,2019-01-30,4
114755,8.0000000000,2019-01-30,2
114756,10.0000000000,2019-01-30,3
114757,8.0000000000,2019-01-30,2
114758,10.0000000000,2019-01-30,4
114759,10.0000000000,2019-01-30,3
114760,12.0000000000,2019-01-30,1
114761,10.0000000000,2019-01-30,3
114762,12.0000000000,2019-01-30,1
114763,10.0000000000,2019-01-30,3
114764,10.0000000000,2019-01-30,3
114765,12.0000000000,2019-01-30,1
114766,12.0000000000,2019-01-30,1
114767,10.0000000000,2019-01-30,3
114768,10.0000000000,2019-01-30,3
114769,12.0000000000,2019-01-30,1
114770,10.0000000000,2019-01-30,3
114771,12.0000000000,2019-01-30,1
114772,10.0000000000,2019-01-30,3
114773,12.0000000000,2019-01-30,1
114774,10.0000000000,2019-01-30,3
114775,12.0000000000,2019-01-30,1
114776,12.0000000000,2019-01-30,1
114777,10.0000000000,2019-01-30,3
114778,10.0000000000,2019-01-30,3
114779,10.0000000000,2019-01-30,3
114780,12.0000000000,2019-01-30,1
114781,10.0000000000,2019-01-30,3
114782,12.0000000000,2019-01-30,1
114783,8.0000000000,2019-01-30,2
114784,10.0000000000,2019-01-30,4
114785,10.0000000000,2019-01-30,3
114786,8.0000000000,2019-01-30,2
114787,10.0000000000,2019-01-30,4
114788,10.0000000000,2019-01-30,4
114789,10.0000000000,2019-01-30,4
114790,8.0000000000,2019-01-30,2
114791,10.0000000000,2019-01-30,4
114792,8.0000000000,2019-01-30,2
114793,10.0000000000,2019-01-30,4
114794,8.0000000000,2019-01-30,2
114795,10.0000000000,2019-01-30,4
114796,10.0000000000,2019-01-30,3
114797,10.0000000000,2019-01-30,4
114798,8.0000000000,2019-01-30,2
114799,12.0000000000,2019-01-30,1
114800,10.0000000000,2019-01-30,3
114801,10.0000000000,2019-01-30,4
114802,10.0000000000,2019-01-30,3
114803,8.0000000000,2019-01-30,2
114804,10.0000000000,2019-01-30,4
114805,8.0000000000,2019-01-30,2
114806,10.0000000000,2019-01-30,4
114807,8.0000000000,2019-01-30,2
114808,10.0000000000,2019-01-30,4
114809,8.0000000000,2019-01-30,2
114810,10.0000000000,2019-01-31,4
114811,10.0000000000,2019-01-31,3
114812,10.0000000000,2019-01-31,4
114813,8.0000000000,2019-01-31,2
114814,12.0000000000,2019-01-31,1
114815,10.0000000000,2019-01-31,3
114816,8.0000000000,2019-01-31,2
114817,10.0000000000,2019-01-31,4
114818,8.0000000000,2019-01-31,2
114819,10.0000000000,2019-01-31,4
114820,8.0000000000,2019-01-31,2
114821,10.0000000000,2019-01-31,4
114822,8.0000000000,2019-01-31,2
114823,12.0000000000,2019-01-31,1
114824,8.0000000000,2019-01-31,2
114825,10.0000000000,2019-01-31,4
114826,10.0000000000,2019-01-31,4
114827,12.0000000000,2019-01-31,1
114828,12.0000000000,2019-01-31,1
114829,12.0000000000,2019-01-31,1
114830,10.0000000000,2019-01-31,4
114831,10.0000000000,2019-01-31,3
114832,12.0000000000,2019-01-31,1
114833,8.0000000000,2019-01-31,2
114834,12.0000000000,2019-01-31,1
114835,10.0000000000,2019-01-31,3
114836,10.0000000000,2019-01-31,4
114837,8.0000000000,2019-01-31,2
114838,12.0000000000,2019-01-31,1
114839,10.0000000000,2019-01-31,4
114840,10.0000000000,2019-01-31,3
114841,10.0000000000,2019-01-31,3
114842,8.0000000000,2019-01-31,2
114843,12.0000000000,2019-01-31,1
114844,10.0000000000,2019-01-31,3
114845,10.0000000000,2019-01-31,4
114846,10.0000000000,2019-01-31,3
114847,8.0000000000,2019-01-31,2
114848,8.0000000000,2019-01-31,2
114849,12.0000000000,2019-01-31,1
114850,10.0000000000,2019-01-31,3
114851,12.0000000000,2019-01-31,1
114852,12.0000000000,2019-01-31,1
114853,12.0000000000,2019-01-31,1
114854,10.0000000000,2019-01-31,3
114855,10.0000000000,2019-01-31,3
114856,12.0000000000,2019-01-31,1
114857,10.0000000000,2019-01-31,3
114858,12.0000000000,2019-01-31,1
114859,10.0000000000,2019-01-31,3
114860,10.0000000000,2019-01-31,4
114861,10.0000000000,2019-01-31,3
114862,8.0000000000,2019-01-31,2
114863,10.0000000000,2019-01-31,4
114864,8.0000000000,2019-01-31,2
114865,10.0000000000,2019-01-31,4
114866,8.0000000000,2019-01-31,2
114867,10.0000000000,2019-01-31,4
114868,8.0000000000,2019-01-31,2
114869,8.0000000000,2019-01-31,2
114870,10.0000000000,2019-01-31,4
114871,8.0000000000,2019-01-31,2
114872,10.0000000000,2019-01-31,4
114873,8.0000000000,2019-01-31,2
114874,10.0000000000,2019-01-31,4
114875,8.0000000000,2019-01-31,2
114876,10.0000000000,2019-01-31,4
114877,8.0000000000,2019-01-31,2
114878,8.0000000000,2019-01-31,2
114879,12.0000000000,2019-01-31,1
114880,10.0000000000,2019-01-31,3
114881,10.0000000000,2019-01-31,3
114882,10.0000000000,2019-01-31,3
114883,12.0000000000,2019-01-31,1
114884,10.0000000000,2019-01-31,3
114885,8.0000000000,2019-01-31,2
114886,12.0000000000,2019-01-31,1
114887,10.0000000000,2019-01-31,3
114888,10.0000000000,2019-01-31,4
114889,10.0000000000,2019-01-31,3
114890,12.0000000000,2019-01-31,1
114891,8.0000000000,2019-01-31,2
114892,12.0000000000,2019-01-31,1
114893,10.0000000000,2019-01-31,3
114894,8.0000000000,2019-01-31,2
114895,10.0000000000,2019-01-31,3
114896,8.0000000000,2019-01-31,2
114897,10.0000000000,2019-01-31,4
114898,8.0000000000,2019-01-31,2
114899,10.0000000000,2019-01-31,4
114900,8.0000000000,2019-01-31,2
114901,8.0000000000,2019-01-31,2
114902,8.0000000000,2019-01-31,2
114903,8.0000000000,2019-01-31,2
114904,10.0000000000,2019-01-31,4
114905,8.0000000000,2019-01-31,2
114906,10.0000000000,2019-01-31,4
114907,8.0000000000,2019-01-31,2
114908,10.0000000000,2019-01-31,4
114909,10.0000000000,2019-01-31,3
114910,10.0000000000,2019-01-31,4
114911,8.0000000000,2019-01-31,2
114912,12.0000000000,2019-01-31,1
114913,10.0000000000,2019-01-31,3
114914,10.0000000000,2019-01-31,4
114915,10.0000000000,2019-01-31,3
114916,8.0000000000,2019-01-31,2
114917,10.0000000000,2019-01-31,4
114918,8.0000000000,2019-01-31,2
114919,10.0000000000,2019-01-31,4
114920,10.0000000000,2019-01-31,4
114921,10.0000000000,2019-01-31,4
114922,8.0000000000,2019-01-31,2
114923,8.0000000000,2019-01-31,2
114924,10.0000000000,2019-01-31,4
114925,8.0000000000,2019-01-31,2
114926,12.0000000000,2019-01-31,1
114927,10.0000000000,2019-01-31,3
114928,12.0000000000,2019-01-31,1
114929,10.0000000000,2019-01-31,3
114930,12.0000000000,2019-01-31,1
114931,10.0000000000,2019-02-01,3
114932,10.0000000000,2019-02-01,3
114933,12.0000000000,2019-02-01,1
114934,10.0000000000,2019-02-01,3
114935,10.0000000000,2019-02-01,3
114936,10.0000000000,2019-02-01,3
114937,12.0000000000,2019-02-01,1
114938,10.0000000000,2019-02-01,3
114939,12.0000000000,2019-02-01,1
114940,12.0000000000,2019-02-01,1
114941,10.0000000000,2019-02-01,3
114942,10.0000000000,2019-02-01,4
114943,10.0000000000,2019-02-01,3
114944,10.0000000000,2019-02-01,4
114945,8.0000000000,2019-02-01,2
114946,8.0000000000,2019-02-01,2
114947,10.0000000000,2019-02-01,4
114948,8.0000000000,2019-02-01,2
114949,10.0000000000,2019-02-01,4
114950,8.0000000000,2019-02-01,2
114951,10.0000000000,2019-02-01,4
114952,8.0000000000,2019-02-01,2
114953,10.0000000000,2019-02-01,4
114954,8.0000000000,2019-02-01,2
114955,8.0000000000,2019-02-01,2
114956,8.0000000000,2019-02-01,2
114957,10.0000000000,2019-02-01,4
114958,10.0000000000,2019-02-01,4
114959,8.0000000000,2019-02-01,2
114960,10.0000000000,2019-02-01,4
114961,8.0000000000,2019-02-01,2
114962,10.0000000000,2019-02-01,4
114963,8.0000000000,2019-02-01,2
114964,12.0000000000,2019-02-01,1
114965,10.0000000000,2019-02-01,4
114966,12.0000000000,2019-02-01,1
114967,10.0000000000,2019-02-01,3
114968,10.0000000000,2019-02-01,3
114969,12.0000000000,2019-02-01,1
114970,10.0000000000,2019-02-01,3
114971,12.0000000000,2019-02-01,1
114972,10.0000000000,2019-02-01,3
114973,12.0000000000,2019-02-01,1
114974,10.0000000000,2019-02-01,3
114975,12.0000000000,2019-02-01,1
114976,12.0000000000,2019-02-01,1
114977,12.0000000000,2019-02-01,1
114978,10.0000000000,2019-02-01,3
114979,10.0000000000,2019-02-01,3
114980,12.0000000000,2019-02-01,1
114981,10.0000000000,2019-02-01,3
114982,12.0000000000,2019-02-01,1
114983,12.0000000000,2019-02-01,1
114984,12.0000000000,2019-02-01,1
114985,10.0000000000,2019-02-01,4
114986,10.0000000000,2019-02-01,3
114987,10.0000000000,2019-02-01,4
114988,8.0000000000,2019-02-01,2
114989,12.0000000000,2019-02-01,1
114990,10.0000000000,2019-02-01,3
114991,10.0000000000,2019-02-01,4
114992,10.0000000000,2019-02-01,3
114993,8.0000000000,2019-02-01,2
114994,10.0000000000,2019-02-01,4
114995,10.0000000000,2019-02-01,3
114996,10.0000000000,2019-02-01,4
114997,8.0000000000,2019-02-01,2
114998,12.0000000000,2019-02-01,1
114999,10.0000000000,2019-02-01,4
115000,8.0000000000,2019-02-01,2
115001,10.0000000000,2019-02-01,3
115002,8.0000000000,2019-02-01,2
115003,12.0000000000,2019-02-01,1
115004,10.0000000000,2019-02-01,3
115005,12.0000000000,2019-02-01,1
115006,12.0000000000,2019-02-01,1
115007,12.0000000000,2019-02-01,1
115008,10.0000000000,2019-02-01,3
115009,10.0000000000,2019-02-02,3
115010,10.0000000000,2019-02-02,4
115011,8.0000000000,2019-02-02,2
115012,8.0000000000,2019-02-02,2
115013,10.0000000000,2019-02-02,4
115014,8.0000000000,2019-02-02,2
115015,10.0000000000,2019-02-02,4
115016,8.0000000000,2019-02-02,2
115017,10.0000000000,2019-02-02,4
115018,8.0000000000,2019-02-02,2
115019,8.0000000000,2019-02-02,2
115020,10.0000000000,2019-02-02,4
115021,8.0000000000,2019-02-02,2
115022,12.0000000000,2019-02-02,1
115023,12.0000000000,2019-02-02,1
115024,10.0000000000,2019-02-02,4
115025,10.0000000000,2019-02-02,3
115026,12.0000000000,2019-02-02,1
115027,10.0000000000,2019-02-02,3
115028,12.0000000000,2019-02-02,1
115029,10.0000000000,2019-02-02,3
115030,12.0000000000,2019-02-02,1
115031,10.0000000000,2019-02-02,3
115032,12.0000000000,2019-02-02,1
115033,12.0000000000,2019-02-02,1
115034,10.0000000000,2019-02-02,3
115035,12.0000000000,2019-02-02,1
115036,10.0000000000,2019-02-02,3
115037,12.0000000000,2019-02-02,1
115038,10.0000000000,2019-02-02,4
115039,8.0000000000,2019-02-02,2
115040,10.0000000000,2019-02-02,4
115041,10.0000000000,2019-02-02,4
115042,8.0000000000,2019-02-02,2
115043,10.0000000000,2019-02-02,4
115044,8.0000000000,2019-02-02,2
115045,10.0000000000,2019-02-02,4
115046,8.0000000000,2019-02-02,2
115047,10.0000000000,2019-02-02,4
115048,8.0000000000,2019-02-02,2
115049,10.0000000000,2019-02-02,4
115050,10.0000000000,2019-02-02,4
115051,10.0000000000,2019-02-02,4
115052,8.0000000000,2019-02-02,2
115053,8.0000000000,2019-02-02,2
115054,10.0000000000,2019-02-02,3
115055,12.0000000000,2019-02-02,1
115056,10.0000000000,2019-02-02,4
115057,10.0000000000,2019-02-02,3
115058,10.0000000000,2019-02-02,3
115059,8.0000000000,2019-02-02,2
115060,12.0000000000,2019-02-02,1
115061,10.0000000000,2019-02-02,4
115062,12.0000000000,2019-02-02,1
115063,10.0000000000,2019-02-02,3
115064,8.0000000000,2019-02-02,2
115065,10.0000000000,2019-02-02,3
115066,12.0000000000,2019-02-02,1
115067,12.0000000000,2019-02-02,1
115068,10.0000000000,2019-02-02,3
115069,12.0000000000,2019-02-02,1
115070,10.0000000000,2019-02-02,3
115071,10.0000000000,2019-02-02,3
115072,10.0000000000,2019-02-02,3
115073,12.0000000000,2019-02-02,1
115074,12.0000000000,2019-02-02,1
115075,10.0000000000,2019-02-02,3
115076,10.0000000000,2019-02-03,4
115077,10.0000000000,2019-02-03,3
115078,8.0000000000,2019-02-03,2
115079,8.0000000000,2019-02-03,2
115080,12.0000000000,2019-02-03,1
115081,10.0000000000,2019-02-03,4
115082,8.0000000000,2019-02-03,2
115083,10.0000000000,2019-02-03,4
115084,10.0000000000,2019-02-03,4
115085,12.0000000000,2019-02-03,1
115086,12.0000000000,2019-02-03,1
115087,8.0000000000,2019-02-03,2
115088,8.0000000000,2019-02-03,2
115089,10.0000000000,2019-02-03,4
115090,10.0000000000,2019-02-03,4
115091,10.0000000000,2019-02-03,4
115092,8.0000000000,2019-02-03,2
115093,12.0000000000,2019-02-03,1
115094,8.0000000000,2019-02-03,2
115095,10.0000000000,2019-02-03,4
115096,10.0000000000,2019-02-03,3
115097,10.0000000000,2019-02-03,3
115098,8.0000000000,2019-02-03,2
115099,8.0000000000,2019-02-03,2
115100,10.0000000000,2019-02-03,4
115101,10.0000000000,2019-02-03,4
115102,10.0000000000,2019-02-03,4
115103,10.0000000000,2019-02-03,3
115104,8.0000000000,2019-02-03,2
115105,10.0000000000,2019-02-03,4
115106,12.0000000000,2019-02-03,1
115107,10.0000000000,2019-02-03,4
115108,10.0000000000,2019-02-03,3
115109,8.0000000000,2019-02-03,2
115110,12.0000000000,2019-02-03,1
115111,10.0000000000,2019-02-03,3
115112,8.0000000000,2019-02-03,2
115113,12.0000000000,2019-02-03,1
115114,8.0000000000,2019-02-03,2
115115,10.0000000000,2019-02-03,4
